Frame,Folder,Avg Intensity,Max Intensity
90,frames,0.6701954315209667,1.0
91,frames,0.6585285206202786,1.0
92,frames,0.7620004494492822,1.0
93,frames,0.6405805519549838,1.0
94,frames,0.6897706588097277,1.0
95,frames,0.6298966512221139,1.0
96,frames,0.6855921995445646,1.0
97,frames,0.6951480874786568,1.0
98,frames,0.6928074413544555,1.0
99,frames,0.711368822180651,1.0
100,frames,0.6841705078614633,1.0
101,frames,0.6039466261696889,1.0
102,frames,0.6137123948111461,1.0
103,frames,0.61560491472076,1.0
104,frames,0.5989259960770785,1.0
105,frames,0.601789660429272,1.0
106,frames,0.617898658616694,1.0
107,frames,0.6275396084687385,1.0
108,frames,0.6076441711399617,1.0
109,frames,0.5969057173129446,1.0
110,frames,0.6231325922936446,1.0
111,frames,0.6120275774757631,1.0
112,frames,0.6055669518743813,1.0
113,frames,0.5922955444997322,1.0
114,frames,0.5996685132415461,1.0
115,frames,0.6304320947629877,1.0
116,frames,0.6288164433896558,1.0
117,frames,0.5975862400412622,1.0
118,frames,0.6269604435545971,1.0
119,frames,0.6075022906689228,1.0
120,frames,0.6046869680581372,1.0
121,frames,0.6077389324156535,1.0
122,frames,0.6118170371804634,1.0
123,frames,0.6321921371963684,1.0
124,frames,0.6151575335730548,1.0
125,frames,0.6122876708937266,1.0
126,frames,0.6121734921627215,1.0
127,frames,0.6174668374844494,1.0
128,frames,0.6007335220538795,1.0
129,frames,0.6149685729834831,1.0
130,frames,0.6211940324530899,1.0
131,frames,0.6135618523128445,1.0
132,frames,0.6145249674004,1.0
133,frames,0.6193519346600675,1.0
134,frames,0.6093375667665759,1.0
135,frames,0.6089186260967827,1.0
136,frames,0.595891240404444,1.0
137,frames,0.6270542812647049,1.0
138,frames,0.6292947013307019,1.0
139,frames,0.6055325866070377,1.0
140,frames,0.6208472294440673,1.0
141,frames,0.5913513500337033,1.0
142,frames,0.5941699211529934,1.0
143,frames,0.6228541506886742,1.0
144,frames,0.6132624550624772,1.0
145,frames,0.6175183225264003,1.0
146,frames,0.6293979554402256,1.0
147,frames,0.6489038266496375,1.0
148,frames,0.6030841450448371,1.0
149,frames,0.6488301265462633,1.0
150,frames,0.5957432955839208,1.0
151,frames,0.6000543167724584,1.0
152,frames,0.6087413027063495,1.0
153,frames,0.6135353969061914,1.0
154,frames,0.5967247431257855,1.0
155,frames,0.5979403653010427,1.0
156,frames,0.6366196231767536,1.0
157,frames,0.5958936668885579,1.0
158,frames,0.5962702464303958,1.0
159,frames,0.6311726844915827,1.0
160,frames,0.619255686212935,1.0
161,frames,0.6120737473357185,1.0
162,frames,0.6140868945976449,1.0
163,frames,0.592529577753731,1.0
164,frames,0.5915367192779222,1.0
165,frames,0.6219930971693596,1.0
166,frames,0.6025204564101249,1.0
167,frames,0.5927344031802275,1.0
168,frames,0.6074755228138042,1.0
169,frames,0.6228995526856713,1.0
170,frames,0.6094132428755097,1.0
171,frames,0.6164056366283601,1.0
172,frames,0.603436076072008,1.0
173,frames,0.6338228601617366,1.0
174,frames,0.5968051092480742,1.0
175,frames,0.6095849876386797,1.0
176,frames,0.5871909374272437,1.0
177,frames,0.5887303136240952,1.0
178,frames,0.6251446077539664,1.0
179,frames,0.593830664140332,1.0
180,frames,0.6097284455591477,1.0
181,frames,0.6005643007354692,1.0
182,frames,0.6075390762232041,1.0
183,frames,0.5966539488511258,1.0
184,frames,0.622874001038736,1.0
185,frames,0.591440205785842,1.0
186,frames,0.591716004379467,1.0
187,frames,0.5904974023900241,1.0
188,frames,0.6125223265461833,1.0
189,frames,0.6079306090783494,1.0
190,frames,0.6088857931303672,1.0
191,frames,0.6205970341016399,1.0
192,frames,0.6204080183700028,1.0
193,frames,0.655546477659195,1.0
194,frames,0.5911521673319556,1.0
195,frames,0.5957566469481016,1.0
196,frames,0.630638136753856,1.0
197,frames,0.585239537632145,1.0
198,frames,0.5746428298016268,1.0
199,frames,0.617493484245554,1.0
200,frames,0.5973928816051458,1.0
201,frames1,0.5925619125376592,1.0
202,frames1,0.6003684694853152,1.0
203,frames1,0.6077905584195953,1.0
204,frames1,0.5911088190783829,1.0
205,frames1,0.6421711769988546,1.0
206,frames1,0.5880365090251511,1.0
207,frames1,0.6043578107635754,1.0
208,frames1,0.6000982211240389,1.0
209,frames1,0.6302922368010472,1.0
210,frames1,0.571384188525987,1.0
211,frames1,0.6025692180054653,1.0
212,frames1,0.5889963787660051,1.0
213,frames1,0.578779505100143,1.0
214,frames1,0.6036042371092213,1.0
215,frames1,0.5808678702286009,1.0
216,frames1,0.5886228490182074,1.0
217,frames1,0.6099200725861259,1.0
218,frames1,0.6111536890544599,1.0
219,frames1,0.5852586188395696,1.0
220,frames1,0.6128343363823726,1.0
221,frames1,0.5879006691036003,1.0
222,frames1,0.5912975795000514,1.0
223,frames1,0.623130133255659,1.0
224,frames1,0.6112323001201722,1.0
225,frames1,0.5985238052704313,1.0
226,frames1,0.6204040554336513,1.0
227,frames1,0.5883426970141612,1.0
228,frames1,0.5987056422864795,1.0
229,frames1,0.6251498566265571,1.0
230,frames1,0.5809735190114377,1.0
231,frames1,0.5933567294883126,1.0
232,frames1,0.6007531606529343,1.0
233,frames1,0.5950697167046797,1.0
234,frames1,0.5892558131170077,1.0
235,frames1,0.6062850893984751,1.0
236,frames1,0.6202875136895989,1.0
237,frames1,0.5968060197284771,1.0
238,frames1,0.604808622463425,1.0
239,frames1,0.6056686866566111,1.0
240,frames1,0.5805129729190087,1.0
241,frames1,0.5986675429054973,1.0
242,frames1,0.6008349668478128,1.0
243,frames1,0.5805670028911225,1.0
244,frames1,0.6022149660375792,1.0
245,frames1,0.6242773779861458,1.0
246,frames1,0.6084135410249891,1.0
247,frames1,0.5869259951391235,1.0
248,frames1,0.606384988810102,1.0
249,frames1,0.5798161606779771,1.0
250,frames1,0.6210884250682701,1.0
251,frames1,0.6600487018783417,1.0
252,frames1,0.5829255300995246,1.0
253,frames1,0.5882926656467032,1.0
254,frames1,0.5867117375116162,1.0
255,frames1,0.579157783850901,1.0
256,frames1,0.6076256037752235,1.0
257,frames1,0.5812857830531325,1.0
258,frames1,0.5840263684886524,1.0
259,frames1,0.6038549514984273,1.0
260,frames1,0.5799960434463977,1.0
261,frames1,0.5796179106100477,1.0
262,frames1,0.5779921793300223,1.0
263,frames1,0.5779885768312737,1.0
264,frames1,0.6025421589033476,1.0
265,frames1,0.5911296718955275,1.0
266,frames1,0.6060816730582391,1.0
267,frames1,0.6010095838481303,1.0
268,frames1,0.6158585993522411,1.0
269,frames1,0.5919183675660824,1.0
270,frames1,0.5826083149726043,1.0
271,frames1,0.5759917956892489,1.0
272,frames1,0.5794395615787181,1.0
273,frames1,0.5993077570564953,1.0
274,frames1,0.6125504880156186,1.0
275,frames1,0.5995887425724981,1.0
276,frames1,0.5801259211292691,1.0
277,frames1,0.6018266259961581,1.0
278,frames1,0.6030496982254944,1.0
279,frames1,0.6328976543809632,1.0
280,frames1,0.5732609326826084,1.0
281,frames1,0.6143613959913556,1.0
282,frames1,0.6109944413387989,1.0
283,frames1,0.5851420186105198,1.0
284,frames1,0.5903429398589961,1.0
285,frames1,0.6349348698790122,1.0
286,frames1,0.6042022387605512,1.0
287,frames1,0.6261669195549452,1.0
288,frames1,0.5869651549118413,1.0
289,frames1,0.5904835856152507,1.0
290,frames1,0.6389759783731431,1.0
291,frames1,0.6026233944053551,1.0
292,frames1,0.6239644299148042,1.0
293,frames1,0.6063199241909611,1.0
294,frames1,0.6349547675213131,1.0
295,frames1,0.6052103020125447,1.0
296,frames1,0.608009451049401,1.0
297,frames1,0.6026132214294723,1.0
298,frames1,0.615391194381709,1.0
299,frames1,0.6046380622634182,1.0
300,frames1,0.5800508712621635,1.0
301,frames1,0.6319747614081411,1.0
302,frames1,0.593505287976316,1.0
303,frames1,0.5714910338705843,1.0
304,frames1,0.5970452038689523,1.0
305,frames1,0.6182711077234982,1.0
306,frames1,0.5901846157646922,1.0
307,frames1,0.6349087554085822,1.0
308,frames1,0.6132171586621171,1.0
309,frames1,0.6180162201426724,1.0
310,frames1,0.5920981170476811,1.0
311,frames1,0.6225897659524708,1.0
312,frames1,0.5656523051430203,1.0
313,frames1,0.6376633453467937,1.0
314,frames1,0.6140499065659378,1.0
315,frames1,0.5834791472391737,1.0
316,frames1,0.5961260335407463,1.0
317,frames1,0.6135862843129558,1.0
318,frames1,0.6032503493334965,1.0
319,frames1,0.5840442563383894,1.0
320,frames1,0.5755338240466021,1.0
321,frames1,0.5802213525017514,1.0
322,frames1,0.5755795001263597,1.0
323,frames1,0.6678410005357379,1.0
324,frames1,0.5767901931386121,1.0
325,frames1,0.6626277906177416,1.0
326,frames1,0.7118369773762703,1.0
327,frames1,0.6546437109964744,1.0
328,frames1,0.6047396174352829,1.0
329,frames1,0.6080036379178869,1.0
330,frames1,0.5867414585956127,1.0
331,frames1,0.5860063536138431,1.0
332,frames1,0.6881017163175096,1.0
333,frames1,0.5812335364962409,1.0
334,frames1,0.5679433479194171,1.0
335,frames1,0.6015413963900899,1.0
336,frames1,0.6729145446372122,1.0
337,frames1,0.6104004045010997,1.0
338,frames1,0.6297848908386561,1.0
339,frames1,0.6018826594633212,1.0
340,frames1,0.6731895754236522,1.0
341,frames1,0.6146624200915709,1.0
342,frames1,0.6654366827335483,1.0
343,frames1,0.6377369515862089,1.0
344,frames1,0.5785854051831152,1.0
345,frames1,0.6354484037138439,1.0
346,frames1,0.661138314137966,1.0
347,frames1,0.7591333837270157,1.0
348,frames1,0.608494789781326,1.0
349,frames1,0.6147582997422384,1.0
350,frames1,0.6469777776326016,1.0
351,frames1,0.5799083275766567,1.0
352,frames1,0.6114339292906277,1.0
353,frames1,0.6520471109968724,1.0
354,frames1,0.6015709231114547,1.0
355,frames1,0.8921728254229849,1.0
356,frames1,0.892264435500518,1.0
357,frames1,0.6351010657651822,1.0
358,frames1,0.6782960883021065,1.0
359,frames1,0.7028569898857079,1.0
360,frames1,0.5858856295442594,1.0
361,frames1,0.6258894783420366,1.0
362,frames1,0.8892076755575674,1.0
363,frames1,0.6131560382065361,1.0
364,frames1,0.8900545257556064,1.0
365,frames1,0.6066805720490176,1.0
366,frames1,0.695451863163919,1.0
367,frames1,0.6145852953247375,1.0
368,frames1,0.892269657202914,1.0
369,frames1,0.6026752627695906,1.0
370,frames1,0.6320864144647214,1.0
371,frames1,0.6720156414150464,1.0
372,frames1,0.8869418073583775,1.0
373,frames1,0.5994172981739968,1.0
374,frames1,0.6460447004202214,1.0
375,frames1,0.6406050624737861,1.0
376,frames1,0.8700663256817804,1.0
377,frames1,0.6027128749175265,1.0
378,frames1,0.8844670369469656,1.0
379,frames1,0.675368585933074,1.0
380,frames1,0.8857294455740443,1.0
381,frames1,0.6892093129116896,1.0
382,frames1,0.7130835921256549,1.0
383,frames1,0.7118081831514101,1.0
384,frames1,0.8575786860808648,1.0
385,frames1,0.5940475829120094,1.0
386,frames1,0.8863030652189113,1.0
387,frames1,0.8891270452702265,1.0
388,frames1,0.7160277947702831,1.0
389,frames1,0.6172930527792161,1.0
390,frames1,0.6208847571726238,1.0
391,frames1,0.8856577803147733,1.0
392,frames1,0.8833407375367488,1.0
393,frames1,0.670389371355896,1.0
394,frames1,0.5955157807654801,1.0
395,frames1,0.87701898449886,1.0
396,frames1,0.8877316794012711,1.0
397,frames1,0.868563132116216,1.0
398,frames1,0.8570726082551305,1.0
399,frames1,0.8734080626231282,1.0
400,frames1,0.8471478521337459,1.0
401,frames2,0.8556400877465864,1.0
402,frames2,0.6629594493964063,1.0
403,frames2,0.8008630213649508,1.0
404,frames2,0.727500498430921,1.0
405,frames2,0.8082938829452774,1.0
406,frames2,0.7163432253225614,1.0
407,frames2,0.8263791970712372,1.0
408,frames2,0.8134659521196853,1.0
409,frames2,0.8802356612099592,1.0
410,frames2,0.7930599484280058,1.0
411,frames2,0.7825582497960456,1.0
412,frames2,0.8373685831611287,1.0
413,frames2,0.7083013032592085,1.0
414,frames2,0.8170417393701065,1.0
415,frames2,0.7639694346749962,1.0
416,frames2,0.6683438926390693,1.0
417,frames2,0.6799550425638873,1.0
418,frames2,0.775213353926742,1.0
419,frames2,0.7895869133031179,1.0
420,frames2,0.7844950976743599,1.0
421,frames2,0.8142422491977959,1.0
422,frames2,0.708387896332661,1.0
423,frames2,0.7102382553820351,1.0
424,frames2,0.8115311280463587,1.0
425,frames2,0.8071730990174462,1.0
426,frames2,0.8594009037544345,1.0
427,frames2,0.800688811726469,1.0
428,frames2,0.6974421031190129,1.0
429,frames2,0.6909012830812616,1.0
430,frames2,0.713647130543754,1.0
431,frames2,0.6490119847262457,1.0
432,frames2,0.6903148963266527,1.0
433,frames2,0.6720208391982717,1.0
434,frames2,0.6437158365856199,1.0
435,frames2,0.6818739793396095,1.0
436,frames2,0.6993220581331464,1.0
437,frames2,0.6241483948306776,1.0
438,frames2,0.7181455390238289,1.0
439,frames2,0.6760014178011834,1.0
440,frames2,0.6641929671307008,1.0
441,frames2,0.6780315019714248,1.0
442,frames2,0.7478894912136995,1.0
443,frames2,0.6926292095435767,1.0
444,frames2,0.685517632096893,1.0
445,frames2,0.7016632041378021,1.0
446,frames2,0.6346028741804178,1.0
447,frames2,0.6931806082993303,1.0
448,frames2,0.6784844216337235,1.0
449,frames2,0.6333051911056838,1.0
450,frames2,0.6815309371841332,1.0
451,frames2,0.684890218492897,1.0
452,frames2,0.6818359528368257,1.0
453,frames2,0.7086558230775735,1.0
454,frames2,0.70970425433796,1.0
455,frames2,0.5886998038743743,1.0
456,frames2,0.5981415041925912,1.0
457,frames2,0.6935559283465678,1.0
458,frames2,0.7869134301067364,1.0
459,frames2,0.6958806473114174,1.0
460,frames2,0.5931997134754284,1.0
461,frames2,0.6641102235227894,1.0
462,frames2,0.6520499067381208,1.0
463,frames2,0.6402131205138019,1.0
464,frames2,0.6513278713378594,1.0
465,frames2,0.7192756253528795,1.0
466,frames2,0.6295558476802687,1.0
467,frames2,0.6126381971870623,1.0
468,frames2,0.6473507271177941,1.0
469,frames2,0.6820237787039871,1.0
470,frames2,0.6941473396866763,1.0
471,frames2,0.7054926907443818,1.0
472,frames2,0.6740949808901803,1.0
473,frames2,0.6367247333240574,1.0
474,frames2,0.6118401542697481,1.0
475,frames2,0.688453341709464,1.0
476,frames2,0.554589679828162,1.0
477,frames2,0.6354186140252349,1.0
478,frames2,0.6066980624603172,1.0
479,frames2,0.6449381906803093,1.0
480,frames2,0.6171410919718818,1.0
481,frames2,0.5883614470358934,1.0
482,frames2,0.5949664324140843,1.0
483,frames2,0.6624729137218777,1.0
484,frames2,0.6567002203217248,1.0
485,frames2,0.5718035140294445,1.0
486,frames2,0.5896658775736147,1.0
487,frames2,0.5804389891837979,1.0
488,frames2,0.534194745542083,1.0
489,frames2,0.570103318252564,1.0
490,frames2,0.5883182334182765,1.0
491,frames2,0.5787071826800358,1.0
492,frames2,0.6181434446568063,1.0
493,frames2,0.6161298083752732,1.0
494,frames2,0.560846276663685,1.0
495,frames2,0.5574836481583946,1.0
496,frames2,0.5853759846533882,1.0
497,frames2,0.6166444332075177,1.0
498,frames2,0.590860400278837,1.0
499,frames2,0.604247033262775,1.0
500,frames2,0.5544158420878349,1.0
501,frames2,0.596898960778874,1.0
502,frames2,0.6070730678786627,1.0
503,frames2,0.6459684031850224,1.0
504,frames2,0.6121962648963749,1.0
505,frames2,0.6588404814648423,1.0
506,frames2,0.6216183937812197,1.0
507,frames2,0.5141369300191994,1.0
508,frames2,0.5818642523789214,1.0
509,frames2,0.5147232049478767,1.0
510,frames2,0.5569913013261362,1.0
511,frames2,0.5063280304528925,1.0
512,frames2,0.597445139477357,1.0
513,frames2,0.6496729347375714,1.0
514,frames2,0.5300038185712584,1.0
515,frames2,0.5353712794351676,1.0
516,frames2,0.5543198044615552,1.0
517,frames2,0.7645601333617106,1.0
518,frames2,0.50828742926228,1.0
519,frames2,0.5504832974609013,1.0
520,frames2,0.5338410647602734,1.0
521,frames2,0.5951212203522209,1.0
522,frames2,0.6450778138849179,1.0
523,frames2,0.6466547566363526,1.0
524,frames2,0.5490191377951539,1.0
525,frames2,0.5470953792368926,1.0
526,frames2,0.6775564843678435,1.0
527,frames2,0.5403181440170539,1.0
528,frames2,0.5336036886333168,1.0
529,frames2,0.5740907580397491,1.0
530,frames2,0.6299386638556281,1.0
531,frames2,0.5685968087797989,1.0
532,frames2,0.6450244260880712,1.0
533,frames2,0.5359258640320629,1.0
534,frames2,0.5430293220291342,1.0
535,frames2,0.5913217334209669,1.0
536,frames2,0.6238698288538235,1.0
537,frames2,0.5280543135137791,1.0
538,frames2,0.5160525556101355,1.0
539,frames2,0.5148951117303109,1.0
540,frames2,0.5190319339038237,1.0
541,frames2,0.5295373755526642,1.0
542,frames2,0.5189911951483619,1.0
543,frames2,0.5174757490778483,1.0
544,frames2,0.5364276497310843,1.0
545,frames2,0.5474554094571873,1.0
546,frames2,0.5232565527010692,1.0
547,frames2,0.5557848549440453,1.0
548,frames2,0.5672282091109287,1.0
549,frames2,0.5880800797246868,1.0
550,frames2,0.5039299100838011,1.0
551,frames2,0.5172924341550436,1.0
552,frames2,0.548734444136323,1.0
553,frames2,0.5791794918216484,1.0
554,frames2,0.5539665311810216,1.0
555,frames2,0.5077825389721426,1.0
556,frames2,0.500062169531865,1.0
557,frames2,0.4956781362354854,1.0
558,frames2,0.5162280484037977,1.0
559,frames2,0.5656040322232297,1.0
560,frames2,0.5672064106356999,1.0
561,frames2,0.4866737985076014,1.0
562,frames2,0.4917940709929011,1.0
563,frames2,0.49612449592451546,1.0
564,frames2,0.5157554360054216,1.0
565,frames2,0.4937322967941344,1.0
566,frames2,0.49266106502145324,1.0
567,frames2,0.5042454146298,1.0
568,frames2,0.48094803788230417,1.0
569,frames2,0.5324122155539219,1.0
570,frames2,0.5398874151684219,1.0
571,frames2,0.47152678275600923,1.0
572,frames2,0.49363329972577563,1.0
573,frames2,0.4974526526636719,1.0
574,frames2,0.49667519140382316,1.0
575,frames2,0.49371855168133033,1.0
576,frames2,0.5389540230715092,1.0
577,frames2,0.5472038219601528,1.0
578,frames2,0.48273520580359147,1.0
579,frames2,0.4696273795065637,1.0
580,frames2,0.5171350780111914,1.0
581,frames2,0.48154279713369047,1.0
582,frames2,0.4968384837988202,1.0
583,frames2,0.5499409587511856,1.0
584,frames2,0.4435365246520929,1.0
585,frames2,0.5211703717156511,1.0
586,frames2,0.46036859419129483,1.0
587,frames2,0.5280171929905763,1.0
588,frames2,0.4749838435220877,1.0
589,frames2,0.5028913352738354,1.0
590,frames2,0.5013141873289507,1.0
591,frames2,0.4816232788686082,1.0
592,frames2,0.47379705196897887,1.0
593,frames2,0.45143371173901814,1.0
594,frames2,0.4763391378004609,1.0
595,frames2,0.5047478390633794,1.0
596,frames2,0.5018574028146102,1.0
597,frames2,0.49936494053485514,1.0
598,frames2,0.4888214079411688,1.0
599,frames2,0.4681787636452987,1.0
600,frames2,0.44035314553362204,1.0
601,frames3,0.6628107967216654,1.0
602,frames3,0.651653273426476,1.0
603,frames3,0.6251172230247832,1.0
604,frames3,0.6267114641348366,1.0
605,frames3,0.580893231803727,1.0
606,frames3,0.6610254437849201,1.0
607,frames3,0.6186775082475889,1.0
608,frames3,0.6691580422812331,1.0
609,frames3,0.5946007502458607,1.0
610,frames3,0.7746286312936226,1.0
611,frames3,0.6174151072019293,1.0
612,frames3,0.666892001604759,1.0
613,frames3,0.6210778006932488,1.0
614,frames3,0.6948473851808769,1.0
615,frames3,0.8247010821774465,1.0
616,frames3,0.619986603253403,1.0
617,frames3,0.6114595025895379,1.0
618,frames3,0.6927596689580937,1.0
619,frames3,0.6444786145320528,1.0
620,frames3,0.7255670508190671,1.0
621,frames3,0.706112841348893,1.0
622,frames3,0.6075283131412661,1.0
623,frames3,0.6107046320632125,1.0
624,frames3,0.6751538454729764,1.0
625,frames3,0.6023569115656462,1.0
626,frames3,0.6367067464072744,1.0
627,frames3,0.5986466655184607,1.0
628,frames3,0.6064950908131757,1.0
629,frames3,0.6211332549831579,1.0
630,frames3,0.639302032951842,1.0
631,frames3,0.5921813164859162,1.0
632,frames3,0.633734399879789,1.0
633,frames3,0.6439711844665215,1.0
634,frames3,0.5401699746577799,1.0
635,frames3,0.5764640330190466,1.0
636,frames3,0.6367635596665547,1.0
637,frames3,0.6023540363124577,1.0
638,frames3,0.6312567940176387,1.0
639,frames3,0.6108699486971056,1.0
640,frames3,0.7008478490500036,1.0
641,frames3,0.5554392555516866,1.0
642,frames3,0.6167910805969101,1.0
643,frames3,0.697563527127104,1.0
644,frames3,0.6867714831971777,1.0
645,frames3,0.5262244792612271,1.0
646,frames3,0.6552658234119566,1.0
647,frames3,0.5618456233159418,1.0
648,frames3,0.5397606991887214,1.0
649,frames3,0.5553016247682384,1.0
650,frames3,0.5853553537166988,1.0
651,frames3,0.6564562047670031,1.0
652,frames3,0.5540947879430645,1.0
653,frames3,0.6095885789408914,1.0
654,frames3,0.5835535782961864,1.0
655,frames3,0.5527745122394525,1.0
656,frames3,0.6262847553336752,1.0
657,frames3,0.5820665663379573,1.0
658,frames3,0.5071220343691883,1.0
659,frames3,0.5918714640142921,1.0
660,frames3,0.5420800696034923,1.0
661,frames3,0.5782486413954845,1.0
662,frames3,0.6082010200382404,1.0
663,frames3,0.5788263189949177,1.0
664,frames3,0.6024031108382053,1.0
665,frames3,0.5619697974838066,1.0
666,frames3,0.5554200503250808,1.0
667,frames3,0.5669637199339636,1.0
668,frames3,0.5538550691576102,1.0
669,frames3,0.6343410290233591,1.0
670,frames3,0.5461949587315876,1.0
671,frames3,0.529798646417227,1.0
672,frames3,0.5519180563834307,1.0
673,frames3,0.6007830563471347,1.0
674,frames3,0.5492632007337449,1.0
675,frames3,0.5615516301029166,1.0
676,frames3,0.5829027096768911,1.0
677,frames3,0.5358963381954301,1.0
678,frames3,0.5981625502119755,1.0
679,frames3,0.5433505503881536,1.0
680,frames3,0.49965424369649075,1.0
681,frames3,0.556039992440567,1.0
682,frames3,0.5726973083744678,1.0
683,frames3,0.5655508751033039,1.0
684,frames3,0.525055170460532,1.0
685,frames3,0.5290540240741519,1.0
686,frames3,0.6035718965209834,1.0
687,frames3,0.4996456842743419,1.0
688,frames3,0.6341362511031201,1.0
689,frames3,0.5780811488943135,1.0
690,frames3,0.49268375999948905,1.0
691,frames3,0.5392214386762417,1.0
692,frames3,0.539769160193509,1.0
693,frames3,0.5315947585176817,1.0
694,frames3,0.5919407164869387,1.0
695,frames3,0.5456510146563804,1.0
696,frames3,0.49607861711731666,1.0
697,frames3,0.5143181884820769,1.0
698,frames3,0.4925326010734417,1.0
699,frames3,0.5182759015250232,1.0
700,frames3,0.510537674052087,1.0
701,frames3,0.5449039492010046,1.0
702,frames3,0.5162985954037533,1.0
703,frames3,0.6658763169943707,1.0
704,frames3,0.5454868920959934,1.0
705,frames3,0.5014469289955182,1.0
706,frames3,0.5099223092183744,1.0
707,frames3,0.524086619532605,1.0
708,frames3,0.48989310218041426,1.0
709,frames3,0.49412637706290174,1.0
710,frames3,0.49123698831841683,1.0
711,frames3,0.5285450170734505,1.0
712,frames3,0.5051507687435756,1.0
713,frames3,0.503195355865273,1.0
714,frames3,0.5498091595710745,1.0
715,frames3,0.5077219368986737,1.0
716,frames3,0.49684660349866194,1.0
717,frames3,0.5121083033767774,1.0
718,frames3,0.532994466644419,1.0
719,frames3,0.5245415008870924,1.0
720,frames3,0.5189084685986435,1.0
721,frames3,0.521110884110788,1.0
722,frames3,0.464774270543812,1.0
723,frames3,0.5225340870552747,1.0
724,frames3,0.463462535308801,1.0
725,frames3,0.475554614448733,1.0
726,frames3,0.5210149943221805,1.0
727,frames3,0.5329117135597339,1.0
728,frames3,0.5172221847257871,1.0
729,frames3,0.47320425322917753,1.0
730,frames3,0.5123160323643957,1.0
731,frames3,0.46600443539551534,1.0
732,frames3,0.49698761031225386,1.0
733,frames3,0.5170179166559816,1.0
734,frames3,0.5040922851270886,1.0
735,frames3,0.5141420038839232,1.0
736,frames3,0.5104103990838158,1.0
737,frames3,0.47041535050862127,1.0
738,frames3,0.5282563924488232,1.0
739,frames3,0.4591110263003029,1.0
740,frames3,0.48454471995763654,1.0
741,frames3,0.47420068293044065,1.0
742,frames3,0.47825188245214406,1.0
743,frames3,0.49057602693496244,1.0
744,frames3,0.4888292281749566,1.0
745,frames3,0.5451444659308179,1.0
746,frames3,0.4902596543164781,1.0
747,frames3,0.47693552444684495,1.0
748,frames3,0.5159826492400926,1.0
749,frames3,0.4817872914984184,1.0
