Frame,Folder,Avg Intensity,Max Intensity,Predicted Max Intensity,Balance Index,Predicted Balance Index
445,frames2,0.7016632041378021,1.0,1.0,0.6977261688337385,0.7540380447954875
447,frames2,0.6931806082993303,1.0,1.0,0.6892911688775777,0.7525127378846388
451,frames2,0.684890218492897,1.0,1.0,0.68104729648457,0.7494911601792336
453,frames2,0.7086558230775735,1.0,1.0,0.7046795521580872,0.7479958682514256
454,frames2,0.70970425433796,1.0,1.0,0.705722100666091,0.7472523106458462
457,frames2,0.6935559283465678,1.0,1.0,0.6896643830023903,0.745038725412466
458,frames2,0.7869134301067364,1.0,1.0,0.7824980554122931,0.7443067634596983
459,frames2,0.6958806473114174,1.0,1.0,0.6919760579589712,0.7435778533680619
465,frames2,0.7192756253528795,1.0,1.0,0.7152397666764273,0.7392719079356371
470,frames2,0.6941473396866763,1.0,1.0,0.6902524759308856,0.7357787624378969
471,frames2,0.7054926907443818,1.0,1.0,0.7015341681742372,0.7350912466552397
475,frames2,0.688453341709464,1.0,1.0,0.6845904270012012,0.7323802672199722
517,frames2,0.7645601333617106,1.0,1.0,0.7602701831129677,0.708616353706119
610,frames3,0.7746286312936226,1.0,1.0,0.7702821866589934,0.7043422887841244
614,frames3,0.6948473851808769,1.0,1.0,0.6909485934667596,0.7062024639835196
615,frames3,0.8247010821774465,1.0,1.0,0.8200736808021359,0.7066988443652351
618,frames3,0.6927596689580937,1.0,1.0,0.688872591428824,0.7082641721736123
620,frames3,0.7255670508190671,1.0,1.0,0.7214958909268363,0.7093718247236043
621,frames3,0.706112841348893,1.0,1.0,0.702150839110997,0.7099450647394365
640,frames3,0.7008478490500036,1.0,1.0,0.6969153887069,0.7233809418589321
643,frames3,0.697563527127104,1.0,1.0,0.6936494951286594,0.7259597821293762
644,frames3,0.6867714831971777,1.0,1.0,0.6829180054043755,0.7268480539964248
