Frame,Avg Intensity,Max Intensity,Quantum Coherence
47,0.6177547349864854,1.0,0.08281645464460835
48,0.6528004338791777,1.0,0.15313143683358985
49,0.6370624309706905,1.0,-0.1995032646533021
50,0.63957044053197,1.0,0.15313143683358985
51,0.6580254135542786,1.0,0.08281645464460835
52,0.616951431113283,1.0,-0.3257069160117999
53,0.643487184056161,1.0,-0.20267920761477717
54,0.6459359214856729,1.0,-0.04338719671388952
55,0.6400965099678546,1.0,0.1531314368335898
56,0.6611357009653458,1.0,0.1499554938721147
57,0.6367266401802155,1.0,0.15313143683358985
58,0.6584965956105232,1.0,0.1531314368335898
59,0.6743669073075758,1.0,-0.19950326465330206
60,0.6597464693165664,1.0,0.1499554938721147
61,0.6260366732370609,1.0,0.15313143683358985
62,0.6327827549699591,1.0,0.15313143683358985
63,0.655281826349348,1.0,-0.04338719671388952
64,0.6540948978142501,1.0,-0.20267920761477717
65,0.6955859159156892,1.0,0.08281645464460835
66,0.6590609658053221,1.0,0.026927785475091948
67,0.6508214797770087,1.0,0.026927785475091948
68,0.658431598573433,1.0,0.1499554938721147
69,0.6658206463990349,1.0,0.1499554938721147
70,0.6324158015835573,1.0,0.02692778547509192
71,0.7211032480646847,1.0,-0.04338719671388952
72,0.6675002649779564,1.0,0.15313143683358985
73,0.6535077299410749,1.0,0.1499554938721147
74,0.6592325641407162,1.0,0.15313143683358985
75,0.7017302694485089,1.0,0.08281645464460835
76,0.6955044363673881,1.0,0.15313143683358985
77,0.6428703974734495,1.0,0.1499554938721147
78,0.6479864678958415,1.0,-0.1995032646533021
79,0.6852911609323484,1.0,0.026927785475091948
80,0.6733159125579876,1.0,0.08281645464460835
81,0.6602050980069264,1.0,0.1499554938721147
82,0.6586118492885732,1.0,0.1499554938721147
83,0.6974444354460196,1.0,-0.3257069160117999
84,0.7157000199479685,1.0,0.1499554938721147
85,0.6851464790258542,1.0,-0.1995032646533021
86,0.6702336172567913,1.0,-0.1995032646533021
87,0.646118439983218,1.0,0.07964051168313324
88,0.6871318463104573,1.0,0.07964051168313324
89,0.7059496684180555,1.0,-0.20267920761477717
90,0.6714239718263947,1.0,-0.3257069160117999
91,0.659765829696762,1.0,0.1531314368335898
92,0.7632822603687117,1.0,0.02692778547509192
93,0.6418346032321197,1.0,0.026927785475091948
94,0.6910288319670307,1.0,-0.20267920761477717
95,0.6311518748036913,1.0,0.08281645464460835
96,0.6868400908437923,1.0,0.1499554938721147
97,0.6964153091216131,1.0,0.1499554938721147
98,0.6940660763224371,1.0,0.02692778547509192
99,0.7126638865755712,1.0,0.07964051168313324
100,0.6853979443267328,1.0,0.15313143683358985
101,0.605221248598573,1.0,0.1531314368335898
102,0.6149865520398549,1.0,0.02692778547509192
103,0.6168596470509523,1.0,0.1531314368335898
104,0.6001938135577993,1.0,0.02692778547509192
105,0.6030540224030915,1.0,-0.20267920761477717
106,0.6191709364366947,1.0,0.15313143683358985
107,0.6288069142292666,1.0,0.1531314368335898
108,0.608902773935612,1.0,0.08281645464460835
109,0.5981741265282883,1.0,0.1499554938721147
110,0.6244040383357322,1.0,-0.19950326465330206
111,0.6132803336356112,1.0,0.1499554938721147
112,0.6068265520592072,1.0,-0.3257069160117999
113,0.5935573739237977,1.0,0.07964051168313324
114,0.6009344606175627,1.0,0.07964051168313324
115,0.6316952193043409,1.0,0.1499554938721147
116,0.6300815831781682,1.0,0.08281645464460835
117,0.5988567110237825,1.0,0.1499554938721147
118,0.6282281512480767,1.0,0.08281645464460835
119,0.608768457619422,1.0,0.1499554938721147
120,0.6059447427974755,1.0,0.026927785475091948
121,0.6090096750750761,1.0,-0.3257069160117999
122,0.6130779138745701,1.0,0.08281645464460835
123,0.6334430696878696,1.0,0.08281645464460835
124,0.6164268136431266,1.0,0.026927785475091948
125,0.613549165373666,1.0,0.1531314368335898
126,0.6134286785282849,1.0,-0.04338719671388952
127,0.6187347331187997,1.0,-0.20267920761477717
128,0.6019991437897735,1.0,-0.1995032646533021
129,0.6162336197319604,1.0,0.1531314368335898
130,0.6224587982206613,1.0,-0.04338719671388952
131,0.6148268841749163,1.0,0.1499554938721147
132,0.6157916590966968,1.0,0.08281645464460835
133,0.6206166111092054,1.0,0.1499554938721147
134,0.6106035011169875,1.0,0.15313143683358985
135,0.6101755020693824,1.0,-0.19950326465330206
136,0.5971606097929494,1.0,0.08281645464460835
137,0.6282974305567209,1.0,-0.04338719671388952
138,0.6305565182868956,1.0,0.026927785475091948
139,0.6067976352163158,1.0,0.1531314368335898
140,0.6221044645512024,1.0,0.15313143683358985
141,0.5926159743804215,1.0,0.15313143683358985
142,0.595431825819267,1.0,0.08281645464460835
143,0.6241125829105044,1.0,-0.19950326465330206
144,0.614525801039114,1.0,0.1499554938721147
145,0.6187883600881285,1.0,0.15313143683358985
146,0.6306625526468866,1.0,0.08281645464460835
147,0.650138090779289,1.0,0.1499554938721147
148,0.6043504217825776,1.0,0.15313143683358985
149,0.650060010983585,1.0,-0.19950326465330206
150,0.5970048291406749,1.0,-0.1995032646533021
151,0.6013169928608427,1.0,-0.20267920761477717
152,0.6099999921154274,1.0,0.15313143683358985
153,0.6148022205659615,1.0,0.15313143683358985
154,0.5979797527884599,1.0,-0.1995032646533021
155,0.5992051422334184,1.0,0.02692778547509192
156,0.6378694706008883,1.0,0.1499554938721147
157,0.5971571226524359,1.0,0.02692778547509192
158,0.5975342176360681,1.0,-0.3257069160117999
159,0.6324291662203435,1.0,0.1531314368335898
160,0.6205195005941776,1.0,0.15313143683358985
161,0.6133431503770834,1.0,0.07964051168313324
162,0.6153445683986858,1.0,0.1499554938721147
163,0.5938042352995242,1.0,-0.19950326465330206
164,0.5927981244394279,1.0,-0.3257069160117999
165,0.6232488636547524,1.0,-0.04338719671388952
166,0.6037787800856699,1.0,0.15313143683358985
167,0.5939955441080338,1.0,0.1499554938721147
168,0.6087338686807919,1.0,0.1531314368335898
169,0.6241508831603588,1.0,-0.20267920761477717
170,0.6106793681874242,1.0,-0.19950326465330206
171,0.6176629969237777,1.0,0.15313143683358985
172,0.6047029185045698,1.0,0.1531314368335898
173,0.6350669612342974,1.0,-0.19950326465330206
174,0.5980787699586222,1.0,-0.20267920761477717
175,0.6108487306833135,1.0,-0.1995032646533021
176,0.5884677820032828,1.0,0.15313143683358985
177,0.5899962758865173,1.0,0.15313143683358985
178,0.6263937831121542,1.0,0.1499554938721147
179,0.5950965724395338,1.0,0.15313143683358985
180,0.6109923951044914,1.0,-0.1995032646533021
181,0.6018352637958339,1.0,0.15313143683358985
182,0.6088037335027989,1.0,0.1531314368335898
183,0.5979299730561628,1.0,0.08281645464460835
184,0.6241213047495802,1.0,-0.19950326465330206
185,0.5927235232204979,1.0,-0.19950326465330206
186,0.5929900274048969,1.0,0.026927785475091948
187,0.5917730849302503,1.0,0.02692778547509192
188,0.6137772622505667,1.0,0.1531314368335898
189,0.6091966855810054,1.0,0.1499554938721147
190,0.6101437259959349,1.0,0.08281645464460835
191,0.6218418372766146,1.0,-0.3257069160117999
192,0.6216562100338996,1.0,-0.20267920761477717
193,0.6567494475448962,1.0,0.15313143683358985
194,0.5924258224106661,1.0,0.1499554938721147
195,0.5970341410627376,1.0,0.02692778547509192
196,0.6318699622978512,1.0,-0.04338719671388952
197,0.5865145856520078,1.0,0.08281645464460835
198,0.5759308592070275,1.0,0.15313143683358985
199,0.6187437446711084,1.0,0.15313143683358985
200,0.5986648396234764,1.0,-0.04338719671388952
201,0.5938284646739035,1.0,0.07964051168313324
202,0.6016316792146251,1.0,0.15313143683358985
203,0.6090534454249222,1.0,0.07964051168313324
204,0.5923874245422939,1.0,-0.3257069160117999
205,0.643382044598071,1.0,0.08281645464460835
206,0.5893146357828709,1.0,-0.19950326465330206
207,0.605626442243197,1.0,0.15313143683358985
208,0.6013701997924404,1.0,0.08281645464460835
209,0.6315254534089156,1.0,0.02692778547509192
210,0.5726742622884161,1.0,0.08281645464460835
211,0.6038442153387902,1.0,0.02692778547509192
212,0.5902755417818331,1.0,0.15313143683358985
213,0.5800583757370271,1.0,-0.1995032646533021
214,0.6048762871142318,1.0,0.1531314368335898
215,0.5821523675029435,1.0,-0.04338719671388952
216,0.5899016609828286,1.0,0.08281645464460835
217,0.6111867723454699,1.0,0.1499554938721147
218,0.6124133002076158,1.0,0.026927785475091948
219,0.5865379941355963,1.0,0.15313143683358985
220,0.6140818353302514,1.0,-0.20267920761477717
221,0.5891804422351622,1.0,0.07964051168313324
222,0.5925791717151396,1.0,0.026927785475091948
223,0.6243766034545467,1.0,0.07964051168313324
224,0.6124881811195949,1.0,0.07964051168313324
225,0.5997963734044958,1.0,0.1531314368335898
226,0.6216455433335921,1.0,0.08281645464460835
227,0.5896205102662578,1.0,0.1499554938721147
228,0.599979537656925,1.0,0.15313143683358985
229,0.6263854874154525,1.0,0.15313143683358985
230,0.5822554812575002,1.0,0.08281645464460835
231,0.5946341072116392,1.0,-0.19950326465330206
232,0.6020286442015671,1.0,0.026927785475091948
233,0.5963501956932137,1.0,-0.04338719671388952
234,0.5905323348010277,1.0,0.1499554938721147
235,0.6075495608274311,1.0,0.1499554938721147
236,0.6215260251771341,1.0,0.1499554938721147
237,0.598080913811447,1.0,0.026927785475091948
238,0.6060771244107832,1.0,0.02692778547509192
239,0.6069355910393861,1.0,0.026927785475091948
240,0.5818025792389218,1.0,-0.20267920761477717
241,0.5999395196966196,1.0,0.08281645464460835
242,0.6021067408927836,1.0,0.1531314368335898
243,0.5818532301085094,1.0,0.15313143683358985
244,0.6034876787221405,1.0,0.026927785475091948
245,0.6255124455912867,1.0,0.07964051168313324
246,0.6096759155330997,1.0,0.1531314368335898
247,0.5882125546349253,1.0,0.08281645464460835
248,0.6076393548452257,1.0,0.15313143683358985
249,0.5811037001135115,1.0,0.1531314368335898
250,0.6223312777501755,1.0,-0.04338719671388952
251,0.6612412322145163,1.0,0.1499554938721147
252,0.58421274664304,1.0,0.08281645464460835
253,0.5895787201544055,1.0,0.07964051168313324
254,0.5879943134209955,1.0,0.02692778547509192
255,0.5804428659279873,1.0,0.15313143683358985
256,0.608887967019659,1.0,0.08281645464460835
257,0.5825781977827005,1.0,0.1499554938721147
258,0.5853131570125144,1.0,-0.3257069160117999
259,0.6051136409075053,1.0,0.08281645464460835
260,0.5812854620383925,1.0,0.02692778547509192
261,0.5809130980809664,1.0,0.07964051168313324
262,0.5792782732605873,1.0,0.15313143683358985
263,0.5792816317130425,1.0,-0.19950326465330206
264,0.6038161406286354,1.0,-0.1995032646533021
265,0.5924141832797426,1.0,0.15313143683358985
266,0.6073469122943802,1.0,0.1499554938721147
267,0.6022858915223237,1.0,0.026927785475091948
268,0.6171072922496792,1.0,0.15313143683358985
269,0.5931998753036075,1.0,0.1499554938721147
270,0.5839057739513321,1.0,-0.20267920761477717
271,0.5772894987142703,1.0,0.15313143683358985
272,0.5807319687991694,1.0,0.15313143683358985
273,0.6005682711809375,1.0,-0.1995032646533021
274,0.6138017734356059,1.0,0.1499554938721147
275,0.6008605673040067,1.0,0.08281645464460835
276,0.581428146519838,1.0,0.1531314368335898
277,0.6030819768065496,1.0,-0.3257069160117999
278,0.6043164693214472,1.0,-0.3257069160117999
279,0.634129423606583,1.0,0.1531314368335898
280,0.5745575863085675,1.0,0.1499554938721147
281,0.6156182381577193,1.0,0.07964051168313324
282,0.6122558734527606,1.0,0.15313143683358985
283,0.5864403824378128,1.0,0.026927785475091948
284,0.591619418365595,1.0,-0.3257069160117999
285,0.6361351158313113,1.0,-0.04338719671388952
286,0.6054726217416487,1.0,0.1499554938721147
287,0.6273964116409181,1.0,0.1499554938721147
288,0.5882551374979647,1.0,0.1531314368335898
289,0.591771890980691,1.0,0.1499554938721147
290,0.6401926843106129,1.0,0.02692778547509192
291,0.6038922868267828,1.0,-0.1995032646533021
292,0.6251935747041286,1.0,0.15313143683358985
293,0.607576653720574,1.0,0.1531314368335898
294,0.6361748300339588,1.0,0.1531314368335898
295,0.6064739155249148,1.0,0.1531314368335898
296,0.6092612808803508,1.0,0.1499554938721147
297,0.6038793805324122,1.0,0.1499554938721147
298,0.6166366621135138,1.0,0.1531314368335898
299,0.605897267924271,1.0,0.026927785475091948
300,0.5813384782797484,1.0,0.026927785475091948
301,0.6331981560913335,1.0,0.1499554938721147
302,0.5947783986440638,1.0,0.1499554938721147
303,0.5727936046805225,1.0,-0.1995032646533021
304,0.5983276840370934,1.0,-0.19950326465330206
305,0.6195146381031881,1.0,0.1499554938721147
306,0.5914567014380071,1.0,0.15313143683358985
307,0.6361290901267093,1.0,0.1531314368335898
308,0.614474220470145,1.0,-0.3257069160117999
309,0.6192615564649347,1.0,-0.19950326465330206
310,0.5933717533535997,1.0,0.026927785475091948
311,0.6238293859596262,1.0,0.08281645464460835
312,0.5669612568248953,1.0,0.08281645464460835
313,0.6388816976581055,1.0,0.08281645464460835
314,0.6152825674991687,1.0,-0.1995032646533021
315,0.5847684100169965,1.0,0.15313143683358985
316,0.5974080913210718,1.0,0.08281645464460835
317,0.6148390415198213,1.0,0.15313143683358985
318,0.6045194613965883,1.0,-0.20267920761477717
319,0.5853325525635485,1.0,0.08281645464460835
320,0.576828082264326,1.0,0.02692778547509192
321,0.5815146924504732,1.0,0.02692778547509192
322,0.5768634877496833,1.0,-0.1995032646533021
323,0.6690427539445296,1.0,0.15313143683358985
324,0.5780842448556262,1.0,0.08281645464460835
325,0.663824019193903,1.0,-0.19950326465330206
326,0.7130686771425603,1.0,0.026927785475091948
327,0.655847773458659,1.0,-0.3257069160117999
328,0.6060223679316261,1.0,-0.1995032646533021
329,0.6092624987343693,1.0,0.02692778547509192
330,0.5880257184244175,1.0,-0.1995032646533021
331,0.5872826631653157,1.0,-0.1995032646533021
332,0.6893034303034384,1.0,-0.04338719671388952
333,0.5825250858001062,1.0,0.02692778547509192
334,0.569245905588401,1.0,-0.20267920761477717
335,0.6028211150805554,1.0,0.08281645464460835
336,0.6740597956972085,1.0,-0.04338719671388952
337,0.6116520240767814,1.0,-0.1995032646533021
338,0.6310163446813735,1.0,-0.20267920761477717
339,0.6031469337779631,1.0,0.15313143683358985
340,0.67438760055599,1.0,-0.19950326465330206
341,0.6159077504497804,1.0,0.08281645464460835
342,0.6666579110365656,1.0,-0.1995032646533021
343,0.6389581348345259,1.0,0.02692778547509192
344,0.5798863070918613,1.0,0.1531314368335898
345,0.6366799833342662,1.0,-0.04338719671388952
346,0.6623348580970299,1.0,-0.1995032646533021
347,0.7605121439125223,1.0,0.08281645464460835
348,0.6097512164480646,1.0,0.1499554938721147
349,0.616008293594149,1.0,0.02692778547509192
350,0.6481950467538258,1.0,0.08281645464460835
351,0.5812011008665483,1.0,0.026927785475091948
352,0.6126895380845692,1.0,0.08281645464460835
353,0.6532783658479964,1.0,0.08281645464460835
354,0.6028230020030785,1.0,0.08281645464460835
355,0.8938258988895326,1.0,0.08281645464460835
356,0.8938931498675404,1.0,0.15313143683358985
357,0.6363346277924198,1.0,0.08281645464460835
358,0.6795030474060676,1.0,-0.20267920761477717
359,0.7040754548337704,1.0,0.07964051168313324
360,0.5871833888876562,1.0,0.1531314368335898
361,0.6271326445295652,1.0,0.15313143683358985
362,0.8908812795070017,1.0,0.08281645464460835
363,0.6144163251801972,1.0,-0.1995032646533021
364,0.8917223318147942,1.0,0.15313143683358985
365,0.6079454902704187,1.0,0.026927785475091948
366,0.6966732209991998,1.0,0.08281645464460835
367,0.6158426912884597,1.0,0.15313143683358985
368,0.8939332934816041,1.0,-0.1995032646533021
369,0.6039369158633052,1.0,-0.1995032646533021
370,0.6333186961875577,1.0,0.07964051168313324
371,0.6732010512312867,1.0,0.1499554938721147
372,0.8885752961240698,1.0,0.02692778547509192
373,0.6006925939947115,1.0,0.1531314368335898
374,0.6472757356296813,1.0,0.1499554938721147
375,0.6418310233976192,1.0,0.1531314368335898
376,0.8716942315309197,1.0,-0.04338719671388952
377,0.6039767381080278,1.0,0.15313143683358985
378,0.8860680942971602,1.0,0.02692778547509192
379,0.6765739737543605,1.0,0.15313143683358985
380,0.887325853618984,1.0,0.1531314368335898
381,0.6904256846934652,1.0,-0.1995032646533021
382,0.7143188080358512,1.0,-0.20267920761477717
383,0.7130405224806146,1.0,0.1499554938721147
384,0.8591085383197374,1.0,-0.1995032646533021
385,0.5953141306943873,1.0,0.08281645464460835
386,0.8879090959800265,1.0,0.1499554938721147
387,0.8907473442620628,1.0,-0.3257069160117999
388,0.7172608236502334,1.0,0.1531314368335898
389,0.6185432437454409,1.0,0.1499554938721147
390,0.6221357891599216,1.0,0.1499554938721147
391,0.8872794780784311,1.0,-0.3257069160117999
392,0.8849381804453937,1.0,-0.20267920761477717
393,0.6715874021200715,1.0,-0.3257069160117999
394,0.5967852701616875,1.0,0.07964051168313324
395,0.8785954970047615,1.0,0.08281645464460835
396,0.8893667621603263,1.0,0.1499554938721147
397,0.8701112067191238,1.0,0.07964051168313324
398,0.8586591926762887,1.0,-0.1995032646533021
399,0.8750027781162566,1.0,-0.1995032646533021
400,0.848655341504928,1.0,-0.20267920761477717
401,0.8572427997414964,1.0,0.08281645464460835
402,0.6642881594287523,1.0,0.02692778547509192
403,0.8023370861547349,1.0,0.08281645464460835
404,0.7289284113320154,1.0,0.15313143683358985
405,0.8097777770449074,1.0,0.07964051168313324
406,0.7177641955391273,1.0,-0.1995032646533021
407,0.8278976112673232,1.0,0.1531314368335898
408,0.8149471677223198,1.0,-0.1995032646533021
409,0.8818302572957372,1.0,0.15313143683358985
410,0.7945171175049314,1.0,0.08281645464460835
411,0.7840361488885328,1.0,0.15313143683358985
412,0.8388178674171246,1.0,-0.19950326465330206
413,0.7096938981194878,1.0,0.15313143683358985
414,0.8185526119495561,1.0,0.15313143683358985
415,0.7653950068129477,1.0,-0.3257069160117999
416,0.6696969939919719,1.0,0.1499554938721147
417,0.6813343168708316,1.0,-0.1995032646533021
418,0.7766635694674343,1.0,-0.3257069160117999
419,0.7910527124507429,1.0,0.1499554938721147
420,0.7859384330772312,1.0,0.07964051168313324
421,0.8157459156384037,1.0,0.08281645464460835
422,0.7097728169014699,1.0,0.15313143683358985
423,0.7116400976782454,1.0,0.15313143683358985
424,0.8130145141909099,1.0,-0.20267920761477717
425,0.8086601299292231,1.0,0.02692778547509192
426,0.8609715198116413,1.0,0.1499554938721147
427,0.802163035726054,1.0,0.1499554938721147
428,0.6988365421594851,1.0,0.08281645464460835
429,0.6922955515398044,1.0,0.08281645464460835
430,0.7150498788195451,1.0,0.08281645464460835
431,0.6503237066937734,1.0,-0.19950326465330206
432,0.6916779369199777,1.0,0.08281645464460835
433,0.673368131288799,1.0,-0.19950326465330206
434,0.6450177955807188,1.0,0.07964051168313324
435,0.6832405813045503,1.0,0.1499554938721147
436,0.70069270478517,1.0,0.1531314368335898
437,0.6254093193949701,1.0,0.15313143683358985
438,0.7195828471985264,1.0,0.1499554938721147
439,0.6773291782607888,1.0,-0.04338719671388952
440,0.6655268950747331,1.0,0.15313143683358985
441,0.6793740386168301,1.0,0.02692778547509192
442,0.7492770094607246,1.0,0.15313143683358985
443,0.6939901754714528,1.0,-0.19950326465330206
444,0.6868536809429149,1.0,0.15313143683358985
445,0.7030492145356048,1.0,0.15313143683358985
446,0.6358985159580627,1.0,0.15313143683358985
447,0.6945372786052677,1.0,0.15313143683358985
448,0.6798187608697412,1.0,0.1499554938721147
449,0.6345959599262109,1.0,0.026927785475091948
450,0.682881603006154,1.0,0.1531314368335898
451,0.6862323362648975,1.0,-0.3257069160117999
452,0.6831811846767164,1.0,-0.04338719671388952
453,0.7100436538385195,1.0,-0.19950326465330206
454,0.7110749843855936,1.0,0.1531314368335898
455,0.5899566041466837,1.0,0.08281645464460835
456,0.599426829554214,1.0,0.026927785475091948
457,0.6949020206775246,1.0,-0.3257069160117999
458,0.7883428232799073,1.0,-0.04338719671388952
459,0.6972762292508169,1.0,0.026927785475091948
460,0.5944733312306267,1.0,-0.20267920761477717
461,0.665429051175356,1.0,-0.04338719671388952
462,0.6533590680813519,1.0,-0.19950326465330206
463,0.6414950588764476,1.0,0.15313143683358985
464,0.6526474362834324,1.0,-0.1995032646533021
465,0.7206603090023421,1.0,0.15313143683358985
466,0.6308370468545537,1.0,0.1531314368335898
467,0.6139123702812086,1.0,0.1499554938721147
468,0.6486499719648599,1.0,0.1499554938721147
469,0.6833769482896612,1.0,-0.04338719671388952
470,0.695531879289176,1.0,0.15313143683358985
471,0.7068583412412274,1.0,0.1531314368335898
472,0.6754432566698341,1.0,-0.19950326465330206
473,0.6380214402910841,1.0,0.08281645464460835
474,0.6131152030177991,1.0,0.026927785475091948
475,0.6898165236451442,1.0,-0.04338719671388952
476,0.5558344701263965,1.0,-0.20267920761477717
477,0.6367059029744012,1.0,0.1531314368335898
478,0.6079548760001101,1.0,-0.1995032646533021
479,0.6462364442568296,1.0,0.1499554938721147
480,0.6184306951492243,1.0,0.026927785475091948
481,0.5896435180733733,1.0,-0.1995032646533021
482,0.5962403534260462,1.0,0.1531314368335898
483,0.6637918096072161,1.0,-0.1995032646533021
484,0.6580149009380509,1.0,0.08281645464460835
485,0.5730670598693862,1.0,0.08281645464460835
486,0.5909346128949211,1.0,0.1531314368335898
487,0.5817077434586523,1.0,-0.3257069160117999
488,0.5354301567357943,1.0,-0.20267920761477717
489,0.5713737707652936,1.0,0.1531314368335898
490,0.5895725279277593,1.0,0.1531314368335898
491,0.5799790415460061,1.0,-0.19950326465330206
492,0.6193909178882845,1.0,0.1531314368335898
493,0.6174276108573579,1.0,0.1499554938721147
494,0.5621184766935142,1.0,-0.3257069160117999
495,0.5587184319896766,1.0,0.02692778547509192
496,0.5866480880201239,1.0,0.08281645464460835
497,0.6179252324619459,1.0,0.15313143683358985
498,0.5921229358946855,1.0,0.15313143683358985
499,0.6055178838000067,1.0,0.1499554938721147
500,0.55565873424683,1.0,0.1531314368335898
501,0.5981699667351971,1.0,-0.3257069160117999
502,0.6083429688431539,1.0,0.07964051168313324
503,0.6472556106339336,1.0,0.02692778547509192
504,0.6134399531043742,1.0,0.1531314368335898
505,0.6601759598090781,1.0,0.07964051168313324
506,0.6228924607354989,1.0,-0.19950326465330206
507,0.5153733874487446,1.0,0.1531314368335898
508,0.5831147695501628,1.0,0.15313143683358985
509,0.5159546605361796,1.0,-0.3257069160117999
510,0.5582398435377055,1.0,0.1499554938721147
511,0.5075696887359312,1.0,0.1499554938721147
512,0.5987323336587848,1.0,-0.19950326465330206
513,0.6509768118316992,1.0,0.1531314368335898
514,0.5312373950615509,1.0,-0.04338719671388952
515,0.536599186919338,1.0,0.1531314368335898
516,0.555567006657301,1.0,0.1499554938721147
517,0.7660131237017886,1.0,0.1531314368335898
518,0.5095222661634955,1.0,0.1531314368335898
519,0.5517243094279628,1.0,0.1499554938721147
520,0.5350604355665523,1.0,0.08281645464460835
521,0.5963943510012429,1.0,0.07964051168313324
522,0.6463776898851228,1.0,-0.04338719671388952
523,0.6479425800755645,1.0,0.1531314368335898
524,0.5502457848684011,1.0,0.07964051168313324
525,0.5483252313550587,1.0,0.15313143683358985
526,0.678877338154661,1.0,-0.20267920761477717
527,0.5415648742694616,1.0,0.15313143683358985
528,0.5348465883737308,1.0,0.02692778547509192
529,0.5753586139164415,1.0,-0.1995032646533021
530,0.6312250335577302,1.0,-0.04338719671388952
531,0.569868252563074,1.0,-0.3257069160117999
532,0.6463485229493556,1.0,0.08281645464460835
533,0.5371487090236381,1.0,0.15313143683358985
534,0.5442556374152964,1.0,0.1531314368335898
535,0.5925977810209827,1.0,0.02692778547509192
536,0.6251086251511571,1.0,-0.04338719671388952
537,0.5292690065844815,1.0,0.15313143683358985
538,0.5172708195292276,1.0,0.07964051168313324
539,0.5161259892354084,1.0,0.08281645464460835
540,0.5202674265977902,1.0,0.1531314368335898
541,0.5307870246514201,1.0,-0.04338719671388952
542,0.5202378230516118,1.0,0.1531314368335898
543,0.518684255710576,1.0,0.15313143683358985
544,0.5376777442382116,1.0,0.1531314368335898
545,0.5487012811138833,1.0,0.15313143683358985
546,0.5244998561520495,1.0,0.1531314368335898
547,0.5570226163776734,1.0,-0.1995032646533021
548,0.5685029849278925,1.0,0.15313143683358985
549,0.5893472456922424,1.0,0.1499554938721147
550,0.5051416445057049,1.0,-0.19950326465330206
551,0.5185291095503876,1.0,0.1499554938721147
552,0.5499694231891463,1.0,-0.1995032646533021
553,0.5804728496967935,1.0,0.02692778547509192
554,0.5552098327366471,1.0,-0.1995032646533021
555,0.5090085833225726,1.0,-0.3257069160117999
556,0.5012881589170064,1.0,0.15313143683358985
557,0.49690912556651445,1.0,-0.19950326465330206
558,0.5174255373392377,1.0,0.026927785475091948
559,0.5668732603367769,1.0,0.08281645464460835
560,0.5684469317058757,1.0,-0.19950326465330206
561,0.4878825401643208,1.0,0.07964051168313324
562,0.49304251085531275,1.0,-0.04338719671388952
563,0.49731799227117085,1.0,0.1499554938721147
564,0.516956033322687,1.0,-0.04338719671388952
565,0.4949457976866853,1.0,0.1531314368335898
566,0.493882594636817,1.0,0.1531314368335898
567,0.505458309008824,1.0,0.08281645464460835
568,0.4821810173358435,1.0,-0.3257069160117999
569,0.5336389611856172,1.0,0.15313143683358985
570,0.5411160030849552,1.0,0.07964051168313324
571,0.4727264551401462,1.0,0.1531314368335898
572,0.49483377933804934,1.0,-0.1995032646533021
573,0.49866193449650115,1.0,-0.3257069160117999
574,0.49786045909169563,1.0,-0.3257069160117999
575,0.494933316775514,1.0,0.026927785475091948
576,0.5401899062085587,1.0,0.1499554938721147
